sep=	
Culture:	en-US
Date pattern short:	M/d/yyyy
Time pattern long:	h:mm:ss tt
Decimal separator:	.
Software version:	1.2.1

File location:	C:\Users\Matthew_Sasaki\OneDrive - UMass Lowell\Lab Admin\Loligo_resp\Respiration Data\2026_02_09_05C_boston.csv
File creation time:	2/9/2026 7:16:53 PM
SDR name:	SDR-1386
Serial number	SEBX0009001386
MUX channel	ON - 01

PARAMETERS
Sig LED current	065
Ref LED current	085
Frequency	060
Sending interval	0000
Pulse lenght	06
Red REF comp.	ON
Temperature comp.	ON

FIRMWARE
ver.4.039.A3.ST	04/30/07, 09:14:36

SETTINGS
Barometric pressure [hPa]:	1013.25
Is air breather:	False
Salinity [‰]:	35.00
Temperature [°C]:	5.00
Set individual organisms per chamber:	False
Organisms per chamber:	1
Chamber volume [µL]:	500.00
Oxygen unit:	AirSaturation

TREATMENTS
ID	Name	Color
X	Not set	#000e0ebe
0	Blank	#ff000000
3	Pseudocalanus	#ff5fe8d6
4	Acartia hudsonica	#ff007dea

CALIBRATION
Wells	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6
Phase low [°]:	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64	55.64
Phase high [°]:	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52	49.52
Temp. low [°C]:	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00
Temp. high [°C]:	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00	10.00
Treatment ID	3	0	4	3	X	X	4	3	0	0	X	X	0	0	3	4	X	X	3	4	0	4	X	X
Normalization factor	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Organisms	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1


Date [DD-MM-YYYY]	Time [hh:mm:ss]	Time stamp	Relative time [hh:mm:ss]	A1 [Phase]	A2 [Phase]	A3 [Phase]	A4 [Phase]	A5 [Phase]	A6 [Phase]	B1 [Phase]	B2 [Phase]	B3 [Phase]	B4 [Phase]	B5 [Phase]	B6 [Phase]	C1 [Phase]	C2 [Phase]	C3 [Phase]	C4 [Phase]	C5 [Phase]	C6 [Phase]	D1 [Phase]	D2 [Phase]	D3 [Phase]	D4 [Phase]	D5 [Phase]	D6 [Phase]	A1 [Amplitude]	A2 [Amplitude]	A3 [Amplitude]	A4 [Amplitude]	A5 [Amplitude]	A6 [Amplitude]	B1 [Amplitude]	B2 [Amplitude]	B3 [Amplitude]	B4 [Amplitude]	B5 [Amplitude]	B6 [Amplitude]	C1 [Amplitude]	C2 [Amplitude]	C3 [Amplitude]	C4 [Amplitude]	C5 [Amplitude]	C6 [Amplitude]	D1 [Amplitude]	D2 [Amplitude]	D3 [Amplitude]	D4 [Amplitude]	D5 [Amplitude]	D6 [Amplitude]	A1 [Oxygen]	A2 [Oxygen]	A3 [Oxygen]	A4 [Oxygen]	A5 [Oxygen]	A6 [Oxygen]	B1 [Oxygen]	B2 [Oxygen]	B3 [Oxygen]	B4 [Oxygen]	B5 [Oxygen]	B6 [Oxygen]	C1 [Oxygen]	C2 [Oxygen]	C3 [Oxygen]	C4 [Oxygen]	C5 [Oxygen]	C6 [Oxygen]	D1 [Oxygen]	D2 [Oxygen]	D3 [Oxygen]	D4 [Oxygen]	D5 [Oxygen]	D6 [Oxygen]
2/9/2026	7:16:47 PM	134151562070314408	0:00:00	50.69	50.30	50.35	50.40	50.35	50.19	50.21	50.33	50.03	50.30	50.19	50.45	50.09	50.21	50.35	50.41	50.20	50.29	50.26	50.41	50.12	50.26	50.35	50.34	100550	91487	92135	88590	84883	88439	86286	86846	85538	99789	88702	91081	78574	88484	84478	93875	87176	83498	74436	79608	74543	82106	76711	78615	94.9	102.4	101.4	100.4	101.4	104.5	104.1	101.8	107.6	102.4	104.5	99.5	106.5	104.1	101.4	100.2	104.3	102.6	103.1	100.2	105.9	103.1	101.4	101.6
2/9/2026	7:17:17 PM	134151562370324220	0:00:30	50.69	50.29	50.36	50.40	50.35	50.19	50.22	50.33	50.03	50.31	50.20	50.45	50.11	50.21	50.34	50.43	50.20	50.29	50.25	50.42	50.12	50.27	50.36	50.34	100570	91308	92211	88615	84881	88328	86492	86874	85567	99921	88885	91099	78432	88582	84435	93886	87039	83303	74382	79645	74559	82401	76858	78658	94.9	102.6	101.2	100.4	101.4	104.5	103.9	101.8	107.6	102.2	104.3	99.5	106.1	104.1	101.6	99.9	104.3	102.6	103.3	100.0	105.9	102.9	101.2	101.6
2/9/2026	7:17:47 PM	134151562670315939	0:01:00	50.72	50.29	50.36	50.40	50.35	50.20	50.22	50.35	50.05	50.31	50.20	50.46	50.11	50.22	50.36	50.43	50.20	50.29	50.26	50.41	50.13	50.27	50.37	50.35	100604	91262	92184	88628	84863	88457	86320	87050	85701	99602	88811	91137	78618	88542	84551	93811	87032	83479	74433	79602	74554	82171	76685	78587	94.3	102.6	101.2	100.4	101.4	104.3	103.9	101.4	107.2	102.2	104.3	99.3	106.1	103.9	101.2	99.9	104.3	102.6	103.1	100.2	105.7	102.9	101.0	101.4
2/9/2026	7:18:17 PM	134151562970326103	0:01:30	50.70	50.30	50.37	50.41	50.36	50.21	50.24	50.37	50.05	50.33	50.21	50.46	50.12	50.23	50.37	50.44	50.21	50.31	50.27	50.43	50.13	50.28	50.38	50.36	100610	91416	92336	88717	85000	88337	86353	86940	85477	99984	88800	91130	78494	88577	84475	93841	87063	83580	74433	79683	74517	82151	76738	78671	94.7	102.4	101.0	100.2	101.2	104.1	103.5	101.0	107.2	101.8	104.1	99.3	105.9	103.7	101.0	99.7	104.1	102.2	102.9	99.9	105.7	102.8	100.8	101.2
2/9/2026	7:18:47 PM	134151563270333238	0:02:00	50.71	50.31	50.37	50.41	50.36	50.21	50.24	50.37	50.07	50.33	50.22	50.47	50.12	50.24	50.40	50.45	50.22	50.31	50.27	50.44	50.13	50.28	50.38	50.37	100634	91359	92239	88554	85006	88559	86498	86992	85802	99615	88662	91159	78664	88494	84818	93921	87061	83642	74663	79785	74668	82206	76860	78666	94.5	102.2	101.0	100.2	101.2	104.1	103.5	101.0	106.8	101.8	103.9	99.1	105.9	103.5	100.4	99.5	103.9	102.2	102.9	99.7	105.7	102.8	100.8	101.0
2/9/2026	7:19:17 PM	134151563570337386	0:02:30	50.71	50.31	50.38	50.41	50.36	50.21	50.23	50.38	50.06	50.33	50.22	50.47	50.12	50.24	50.41	50.46	50.22	50.32	50.27	50.44	50.14	50.30	50.38	50.37	100682	91388	91999	88433	84910	88434	86528	86913	85577	99893	88821	91256	78521	88703	84479	94022	87453	83606	74560	79874	74735	82293	76808	78653	94.5	102.2	100.8	100.2	101.2	104.1	103.7	100.8	107.0	101.8	103.9	99.1	105.9	103.5	100.2	99.3	103.9	102.0	102.9	99.7	105.5	102.4	100.8	101.0
2/9/2026	7:19:35 PM	134151563759395561	0:02:48	50.71	50.31	50.39	50.42	50.36	50.22	50.24	50.37	50.07	50.33	50.22	50.48	50.12	50.24	50.40	50.46	50.21	50.31	50.27	50.45	50.14	50.29	50.37	50.36	100696	91538	92170	88661	84918	88446	86526	87003	85796	99925	88838	91123	78736	88635	84611	93961	87448	83582	74603	79805	74710	82169	76823	78552	94.5	102.2	100.6	100.0	101.2	103.9	103.5	101.0	106.8	101.8	103.9	98.9	105.9	103.5	100.4	99.3	104.1	102.2	102.9	99.5	105.5	102.6	101.0	101.2
2/9/2026	7:19:47 PM	134151563870352472	0:03:00	50.72	50.32	50.39	50.44	50.36	50.23	50.26	50.39	50.08	50.35	50.23	50.49	50.14	50.26	50.40	50.47	50.23	50.33	50.29	50.47	50.15	50.31	50.38	50.38	100687	91363	92070	88636	84979	88363	86379	86961	85839	99874	88865	91225	78776	88589	84581	93980	87142	83586	74517	79817	74819	82292	76842	78641	94.3	102.0	100.6	99.7	101.2	103.7	103.1	100.6	106.7	101.4	103.7	98.7	105.5	103.1	100.4	99.1	103.7	101.8	102.6	99.1	105.3	102.2	100.8	100.8
2/9/2026	7:20:17 PM	134151564170350301	0:03:30	50.72	50.32	50.38	50.43	50.36	50.22	50.25	50.39	50.08	50.34	50.23	50.48	50.13	50.26	50.40	50.47	50.23	50.32	50.28	50.47	50.15	50.31	50.39	50.37	100708	91607	92140	88863	85000	88562	86590	87042	85925	99953	88833	91146	78657	88797	84583	93989	87224	83687	74576	79794	74746	82350	76940	78667	94.3	102.0	100.8	99.9	101.2	103.9	103.3	100.6	106.7	101.6	103.7	98.9	105.7	103.1	100.4	99.1	103.7	102.0	102.8	99.1	105.3	102.2	100.6	101.0
2/9/2026	7:20:47 PM	134151564470353537	0:04:00	50.72	50.33	50.39	50.44	50.37	50.23	50.26	50.40	50.09	50.35	50.24	50.49	50.13	50.27	50.41	50.49	50.23	50.33	50.29	50.48	50.15	50.31	50.39	50.38	100727	91434	92457	88798	84929	88440	86619	86914	85840	99790	89055	91220	78732	88831	84545	94116	87300	83523	74429	79764	74745	82233	76886	78725	94.3	101.8	100.6	99.7	101.0	103.7	103.1	100.4	106.5	101.4	103.5	98.7	105.7	102.9	100.2	98.7	103.7	101.8	102.6	98.9	105.3	102.2	100.6	100.8
