#YEAR,MONTH,MONTH,Monthly_Climatology_(MC),Monthly_Mean_(MM),Monthly_Anomaly_(MM-MC),Monthly_Ratio_Anomaly_((MM-MC)/MC),HadISST Sea Surface Temperature (C) from 1960-present,Mackas_Monthly_Climatology_(mMC),Mackas_Monthly_Mean_(mMM),Mackas_Monthly_Anomaly_(mMM - mMC),HadISST Sea Surface Temperature (C) from 1960-present,Time_Window,number_of_years_present_for_the_Monthly_calculation,Toolkit_Version,
1960, 8, m08,        19.0475,        19.2600,         0.2125,         0.0112, PSR MC MM MA -diff -rat ,        19.0475,        19.2600,         0.2125, MACKAS MC MM MA -mack ,TW99, 65,
1961, 8, m08,        19.0475,        18.7700,        -0.2775,        -0.0146, PSR MC MM MA -diff -rat ,        19.0475,        18.7700,        -0.2775, MACKAS MC MM MA -mack ,TW99, 65,
1962, 8, m08,        19.0475,        18.4000,        -0.6475,        -0.0340, PSR MC MM MA -diff -rat ,        19.0475,        18.4000,        -0.6475, MACKAS MC MM MA -mack ,TW99, 65,
1963, 8, m08,        19.0475,        18.0900,        -0.9575,        -0.0503, PSR MC MM MA -diff -rat ,        19.0475,        18.0900,        -0.9575, MACKAS MC MM MA -mack ,TW99, 65,
1964, 8, m08,        19.0475,        17.4700,        -1.5775,        -0.0828, PSR MC MM MA -diff -rat ,        19.0475,        17.4700,        -1.5775, MACKAS MC MM MA -mack ,TW99, 65,
1965, 8, m08,        19.0475,        17.3400,        -1.7075,        -0.0896, PSR MC MM MA -diff -rat ,        19.0475,        17.3400,        -1.7075, MACKAS MC MM MA -mack ,TW99, 65,
1966, 8, m08,        19.0475,        17.8800,        -1.1675,        -0.0613, PSR MC MM MA -diff -rat ,        19.0475,        17.8800,        -1.1675, MACKAS MC MM MA -mack ,TW99, 65,
1967, 8, m08,        19.0475,        17.7500,        -1.2975,        -0.0681, PSR MC MM MA -diff -rat ,        19.0475,        17.7500,        -1.2975, MACKAS MC MM MA -mack ,TW99, 65,
1968, 8, m08,        19.0475,        18.2600,        -0.7875,        -0.0413, PSR MC MM MA -diff -rat ,        19.0475,        18.2600,        -0.7875, MACKAS MC MM MA -mack ,TW99, 65,
1969, 8, m08,        19.0475,        18.6500,        -0.3975,        -0.0209, PSR MC MM MA -diff -rat ,        19.0475,        18.6500,        -0.3975, MACKAS MC MM MA -mack ,TW99, 65,
