#YEAR,MONTH,MONTH,Monthly_Climatology_(MC),Monthly_Mean_(MM),Monthly_Anomaly_(MM-MC),Monthly_Ratio_Anomaly_((MM-MC)/MC),HadISST Sea Surface Temperature (C) from 1960-present,Mackas_Monthly_Climatology_(mMC),Mackas_Monthly_Mean_(mMM),Mackas_Monthly_Anomaly_(mMM - mMC),HadISST Sea Surface Temperature (C) from 1960-present,Time_Window,number_of_years_present_for_the_Monthly_calculation,Toolkit_Version,
1960, 5, m05,         9.1442,        10.2800,         1.1358,         0.1242, PSR MC MM MA -diff -rat ,         9.1442,        10.2800,         1.1358, MACKAS MC MM MA -mack ,TW99, 65,
1961, 5, m05,         9.1442,         7.4400,        -1.7042,        -0.1864, PSR MC MM MA -diff -rat ,         9.1442,         7.4400,        -1.7042, MACKAS MC MM MA -mack ,TW99, 65,
1962, 5, m05,         9.1442,         8.6700,        -0.4742,        -0.0519, PSR MC MM MA -diff -rat ,         9.1442,         8.6700,        -0.4742, MACKAS MC MM MA -mack ,TW99, 65,
1963, 5, m05,         9.1442,         8.5600,        -0.5842,        -0.0639, PSR MC MM MA -diff -rat ,         9.1442,         8.5600,        -0.5842, MACKAS MC MM MA -mack ,TW99, 65,
1964, 5, m05,         9.1442,         8.9200,        -0.2242,        -0.0245, PSR MC MM MA -diff -rat ,         9.1442,         8.9200,        -0.2242, MACKAS MC MM MA -mack ,TW99, 65,
1965, 5, m05,         9.1442,         7.7500,        -1.3942,        -0.1525, PSR MC MM MA -diff -rat ,         9.1442,         7.7500,        -1.3942, MACKAS MC MM MA -mack ,TW99, 65,
1966, 5, m05,         9.1442,         7.3200,        -1.8242,        -0.1995, PSR MC MM MA -diff -rat ,         9.1442,         7.3200,        -1.8242, MACKAS MC MM MA -mack ,TW99, 65,
1967, 5, m05,         9.1442,         6.9500,        -2.1942,        -0.2400, PSR MC MM MA -diff -rat ,         9.1442,         6.9500,        -2.1942, MACKAS MC MM MA -mack ,TW99, 65,
1968, 5, m05,         9.1442,         8.6100,        -0.5342,        -0.0584, PSR MC MM MA -diff -rat ,         9.1442,         8.6100,        -0.5342, MACKAS MC MM MA -mack ,TW99, 65,
1969, 5, m05,         9.1442,         8.6900,        -0.4542,        -0.0497, PSR MC MM MA -diff -rat ,         9.1442,         8.6900,        -0.4542, MACKAS MC MM MA -mack ,TW99, 65,
1970, 5, m05,         9.1442,        10.0500,         0.9058,         0.0991, PSR MC MM MA -diff -rat ,         9.1442,        10.0500,         0.9058, MACKAS MC MM MA -mack ,TW99, 65,
1971, 5, m05,         9.1442,         8.6200,        -0.5242,        -0.0573, PSR MC MM MA -diff -rat ,         9.1442,         8.6200,        -0.5242, MACKAS MC MM MA -mack ,TW99, 65,
1972, 5, m05,         9.1442,         8.7000,        -0.4442,        -0.0486, PSR MC MM MA -diff -rat ,         9.1442,         8.7000,        -0.4442, MACKAS MC MM MA -mack ,TW99, 65,
1973, 5, m05,         9.1442,         8.4800,        -0.6642,        -0.0726, PSR MC MM MA -diff -rat ,         9.1442,         8.4800,        -0.6642, MACKAS MC MM MA -mack ,TW99, 65,
1974, 5, m05,         9.1442,         8.8500,        -0.2942,        -0.0322, PSR MC MM MA -diff -rat ,         9.1442,         8.8500,        -0.2942, MACKAS MC MM MA -mack ,TW99, 65,
1975, 5, m05,         9.1442,         9.4000,         0.2558,         0.0280, PSR MC MM MA -diff -rat ,         9.1442,         9.4000,         0.2558, MACKAS MC MM MA -mack ,TW99, 65,
1976, 5, m05,         9.1442,         9.6700,         0.5258,         0.0575, PSR MC MM MA -diff -rat ,         9.1442,         9.6700,         0.5258, MACKAS MC MM MA -mack ,TW99, 65,
1977, 5, m05,         9.1442,         9.1300,        -0.0142,        -0.0015, PSR MC MM MA -diff -rat ,         9.1442,         9.1300,        -0.0142, MACKAS MC MM MA -mack ,TW99, 65,
1978, 5, m05,         9.1442,         7.8100,        -1.3342,        -0.1459, PSR MC MM MA -diff -rat ,         9.1442,         7.8100,        -1.3342, MACKAS MC MM MA -mack ,TW99, 65,
