#YEAR,MONTH,MONTH,Monthly_Climatology_(MC),Monthly_Mean_(MM),Monthly_Anomaly_(MM-MC),Monthly_Ratio_Anomaly_((MM-MC)/MC),HadISST Sea Surface Temperature (C) from 1960-present,Mackas_Monthly_Climatology_(mMC),Mackas_Monthly_Mean_(mMM),Mackas_Monthly_Anomaly_(mMM - mMC),HadISST Sea Surface Temperature (C) from 1960-present,Time_Window,number_of_years_present_for_the_Monthly_calculation,Toolkit_Version,
1960,10, m10,        13.7149,        13.5000,        -0.2149,        -0.0157, PSR MC MM MA -diff -rat ,        13.7149,        13.5000,        -0.2149, MACKAS MC MM MA -mack ,TW99, 65,
1961,10, m10,        13.7149,        13.0900,        -0.6249,        -0.0456, PSR MC MM MA -diff -rat ,        13.7149,        13.0900,        -0.6249, MACKAS MC MM MA -mack ,TW99, 65,
1962,10, m10,        13.7149,        13.1400,        -0.5749,        -0.0419, PSR MC MM MA -diff -rat ,        13.7149,        13.1400,        -0.5749, MACKAS MC MM MA -mack ,TW99, 65,
1963,10, m10,        13.7149,        12.9800,        -0.7349,        -0.0536, PSR MC MM MA -diff -rat ,        13.7149,        12.9800,        -0.7349, MACKAS MC MM MA -mack ,TW99, 65,
1964,10, m10,        13.7149,        12.1100,        -1.6049,        -0.1170, PSR MC MM MA -diff -rat ,        13.7149,        12.1100,        -1.6049, MACKAS MC MM MA -mack ,TW99, 65,
1965,10, m10,        13.7149,        11.4700,        -2.2449,        -0.1637, PSR MC MM MA -diff -rat ,        13.7149,        11.4700,        -2.2449, MACKAS MC MM MA -mack ,TW99, 65,
1966,10, m10,        13.7149,        12.5300,        -1.1849,        -0.0864, PSR MC MM MA -diff -rat ,        13.7149,        12.5300,        -1.1849, MACKAS MC MM MA -mack ,TW99, 65,
1967,10, m10,        13.7149,        12.5100,        -1.2049,        -0.0879, PSR MC MM MA -diff -rat ,        13.7149,        12.5100,        -1.2049, MACKAS MC MM MA -mack ,TW99, 65,
1968,10, m10,        13.7149,        13.4400,        -0.2749,        -0.0200, PSR MC MM MA -diff -rat ,        13.7149,        13.4400,        -0.2749, MACKAS MC MM MA -mack ,TW99, 65,
1969,10, m10,        13.7149,        13.5600,        -0.1549,        -0.0113, PSR MC MM MA -diff -rat ,        13.7149,        13.5600,        -0.1549, MACKAS MC MM MA -mack ,TW99, 65,
1970,10, m10,        13.7149,        14.6000,         0.8851,         0.0645, PSR MC MM MA -diff -rat ,        13.7149,        14.6000,         0.8851, MACKAS MC MM MA -mack ,TW99, 65,
